date_of_interest,total_case_count,total_death_count,bx_case_count,bx_death_count,bk_case_count,bk_death_count,mn_case_count,mn_death_count,qn_case_count,qn_death_count,si_case_count,si_death_count
2020-02-29,1,0,0,0,0,0,1,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,0,0,0,0,0,0,0,1,0,0,0
2020-03-04,5,0,0,0,1,0,2,0,2,0,0,0
2020-03-05,3,0,0,0,3,0,0,0,0,0,0,0
2020-03-06,8,0,2,0,1,0,3,0,1,0,1,0
2020-03-07,7,0,0,0,2,0,1,0,3,0,1,0
2020-03-08,21,0,3,0,5,0,6,0,6,0,1,0
2020-03-09,57,0,4,0,16,0,24,0,10,0,3,0
2020-03-10,69,0,8,0,11,0,24,0,24,0,2,0
2020-03-11,155,1,19,0,31,0,62,0,40,1,3,0
2020-03-12,355,0,29,0,96,0,137,0,80,0,13,0
2020-03-13,619,0,79,0,166,0,182,0,166,0,26,0
2020-03-14,642,3,86,0,163,1,176,1,194,1,23,0
2020-03-15,1034,4,119,1,432,0,205,2,231,1,47,0
2020-03-16,2121,9,305,3,740,2,457,0,528,4,91,0
2020-03-17,2451,12,343,1,783,7,567,0,650,3,108,1
2020-03-18,2971,24,482,2,965,8,538,5,835,9,150,0
2020-03-19,3706,27,623,7,1204,6,555,4,1065,6,258,4
2020-03-20,4007,49,723,13,1136,10,653,12,1185,10,310,4
2020-03-21,2639,51,491,14,554,14,399,6,947,14,248,3
2020-03-22,2580,52,495,12,755,10,317,9,696,14,317,7
2020-03-23,3570,96,730,14,909,28,530,10,1192,36,209,8
2020-03-24,4497,107,927,14,1212,28,619,19,1389,40,350,6
2020-03-25,4873,143,1068,35,1255,44,586,24,1570,36,394,4
2020-03-26,5044,229,998,45,1372,60,625,33,1644,79,405,12
2020-03-27,5119,262,1090,47,1425,87,656,47,1576,74,372,7
2020-03-28,3478,323,761,74,863,92,388,34,1201,109,265,14
2020-03-29,3560,356,699,65,1149,110,407,46,1075,115,230,20
2020-03-30,6129,414,1315,94,1754,133,802,52,1859,125,398,10
2020-03-31,5458,476,1282,117,1512,156,616,54,1811,126,237,23
2020-04-01,5448,556,1240,112,1590,169,573,74,1781,182,264,19
2020-04-02,5746,676,1289,142,1610,222,652,76,1826,200,369,36
2020-04-03,5670,676,1452,151,1440,209,671,73,1762,210,345,33
2020-04-04,3866,715,1012,150,920,233,385,89,1203,220,345,23
2020-04-05,3782,758,822,158,1144,224,356,109,1136,239,323,28
2020-04-06,6353,816,1514,154,1461,261,721,102,1927,267,730,32
2020-04-07,6044,831,1463,161,1397,264,605,122,1949,248,630,36
2020-04-08,5574,782,1304,152,1305,250,546,90,1857,247,562,43
2020-04-09,5070,767,1285,147,1369,262,558,95,1560,229,298,34
2020-04-10,4510,742,1227,159,1145,241,495,95,1342,223,301,24
2020-04-11,3732,730,998,173,1131,219,304,80,987,225,311,33
2020-04-12,2887,754,763,147,703,267,252,88,916,219,253,33
2020-04-13,3311,768,693,156,1066,249,393,88,974,242,185,33
2020-04-14,4144,659,1076,150,1038,200,440,79,1300,202,290,28
2020-04-15,3876,578,1068,128,882,164,429,78,1180,177,317,31
2020-04-16,3530,555,940,121,885,169,355,69,1139,179,211,17
2020-04-17,3586,489,916,111,962,157,330,51,1099,151,279,19
2020-04-18,2172,513,552,86,575,152,187,72,705,178,153,25
2020-04-19,2342,494,531,102,635,141,176,67,866,157,134,27
2020-04-20,3792,465,981,101,983,126,381,62,1223,154,224,22
2020-04-21,3061,426,641,90,896,123,371,60,937,137,216,16
2020-04-22,3446,399,927,86,854,130,382,55,1109,110,173,18
2020-04-23,2841,415,735,74,786,131,400,57,793,136,127,17
2020-04-24,2535,380,579,77,630,113,408,56,775,117,143,17
2020-04-25,1595,325,418,63,404,100,145,46,540,105,88,11
2020-04-26,1003,300,196,65,332,82,98,47,331,96,46,10
2020-04-27,2290,322,551,65,607,104,302,35,723,106,107,12
2020-04-28,2726,267,668,67,709,69,323,40,896,81,130,10
2020-04-29,2339,274,557,47,683,84,285,37,691,90,123,16
2020-04-30,2021,253,482,51,600,77,217,38,592,75,130,12
2020-05-01,1886,256,450,52,497,71,240,30,621,89,78,14
2020-05-02,1058,224,263,56,263,59,138,27,333,69,61,13
2020-05-03,787,210,153,33,245,57,103,38,251,66,35,16
2020-05-04,1549,195,349,41,461,53,214,30,437,59,88,12
2020-05-05,1512,169,294,28,432,57,242,20,462,52,82,12
2020-05-06,1397,182,279,38,450,53,165,20,443,63,60,8
2020-05-07,1238,159,298,32,403,54,119,25,358,42,60,6
2020-05-08,1079,155,250,29,344,48,99,18,344,55,42,5
2020-05-09,657,110,175,21,119,35,75,18,256,33,32,3
2020-05-10,457,114,75,16,188,31,95,21,85,38,14,8
2020-05-11,1231,120,226,31,410,40,192,17,376,28,27,4
2020-05-12,1285,108,355,23,400,39,163,17,314,23,53,6
2020-05-13,1333,92,461,18,362,26,156,10,307,32,47,6
2020-05-14,1111,86,256,12,332,18,149,22,332,26,42,8
2020-05-15,873,98,181,16,259,32,135,16,265,28,33,6
2020-05-16,485,100,108,27,165,33,51,12,136,26,25,2
2020-05-17,360,89,56,21,138,24,50,12,106,30,10,2
2020-05-18,894,67,187,11,266,20,128,9,275,25,38,2
2020-05-19,1002,64,182,14,326,21,165,10,287,14,42,5
2020-05-20,1077,84,278,15,323,22,164,13,256,27,56,7
2020-05-21,1069,51,199,14,336,19,145,6,311,9,78,3
2020-05-22,1036,79,264,15,350,23,153,6,237,29,32,6
2020-05-23,455,64,90,17,143,22,47,8,138,15,37,2
2020-05-24,467,54,101,13,161,14,69,7,121,15,15,5
2020-05-25,464,53,103,10,160,14,69,13,116,14,16,2
2020-05-26,1050,42,283,12,313,12,127,8,269,9,58,1
2020-05-27,740,51,184,9,241,12,107,10,165,18,43,2
2020-05-28,646,41,119,12,219,15,97,3,181,10,30,1
2020-05-29,638,51,164,9,161,18,74,6,212,14,27,4
2020-05-30,346,56,82,14,101,10,38,14,110,17,15,1
2020-05-31,230,42,30,7,84,12,25,5,79,16,12,2
2020-06-01,686,39,158,6,250,10,77,4,158,16,43,3
2020-06-02,570,45,123,8,178,9,72,8,163,18,34,2
2020-06-03,515,45,116,11,131,16,75,7,148,9,45,2
2020-06-04,517,38,127,5,127,12,86,8,148,10,29,3
2020-06-05,402,31,108,9,131,9,52,7,103,5,8,1
2020-06-06,247,36,50,12,58,12,33,1,99,11,7,0
2020-06-07,197,29,43,8,52,7,24,1,74,12,4,1
2020-06-08,447,44,96,10,111,16,75,3,146,15,19,0
2020-06-09,419,33,84,7,119,7,66,7,131,10,19,2
2020-06-10,363,39,75,12,99,14,67,1,108,10,14,2
2020-06-11,363,26,66,6,113,8,54,3,114,8,16,1
2020-06-12,409,26,80,6,122,6,58,4,131,10,18,0
2020-06-13,196,17,47,6,50,5,23,3,74,2,2,1
2020-06-14,180,22,27,7,53,6,28,2,68,5,4,2
2020-06-15,380,20,81,6,103,4,55,3,123,5,18,2
2020-06-16,419,19,80,2,132,6,67,2,120,9,20,0
2020-06-17,356,21,68,2,115,7,65,3,92,9,16,0
2020-06-18,378,16,60,1,112,5,58,4,123,5,25,1
2020-06-19,361,16,82,3,91,3,56,4,123,4,9,2
2020-06-20,203,17,53,4,46,3,44,2,54,6,6,2
2020-06-21,172,22,25,5,55,6,25,3,58,7,9,1
2020-06-22,402,18,92,2,110,5,63,1,119,8,18,2
2020-06-23,381,19,73,5,95,4,76,6,121,4,16,0
2020-06-24,381,18,90,2,101,6,73,2,103,7,14,1
2020-06-25,298,16,65,4,81,4,46,2,78,5,28,1
2020-06-26,317,18,66,3,95,4,63,6,77,4,16,1
2020-06-27,206,17,26,3,70,9,37,2,60,1,13,2
2020-06-28,201,12,35,3,57,2,41,3,57,4,11,0
2020-06-29,437,19,75,3,127,6,80,1,132,6,23,3
2020-06-30,442,11,77,2,127,2,95,2,114,5,29,0
2020-07-01,396,10,59,1,121,4,83,1,94,3,39,1
2020-07-02,416,18,76,1,127,4,79,8,117,2,17,3
2020-07-03,233,12,41,5,72,4,48,0,64,3,8,0
2020-07-04,120,6,21,1,23,3,32,1,32,0,12,1
2020-07-05,155,9,20,4,53,2,32,2,38,1,12,0
2020-07-06,431,11,68,4,142,4,76,1,117,2,28,0
2020-07-07,461,7,112,1,123,2,88,2,106,2,32,0
2020-07-08,437,16,83,5,121,3,120,2,88,4,25,2
2020-07-09,391,5,90,1,104,4,85,0,94,0,18,0
2020-07-10,307,5,65,3,90,1,48,0,91,1,13,0
2020-07-11,259,9,40,1,73,2,47,2,86,4,13,0
2020-07-12,223,7,44,1,55,3,42,0,69,3,13,0
2020-07-13,483,15,108,5,123,2,79,3,138,4,35,1
2020-07-14,403,10,70,2,111,4,82,1,121,3,19,0
2020-07-15,440,14,107,2,149,2,70,2,92,8,22,0
2020-07-16,411,6,94,1,90,1,83,1,109,3,35,0
2020-07-17,413,10,75,1,106,1,104,2,106,6,22,0
2020-07-18,216,11,54,1,58,5,36,3,49,2,19,0
2020-07-19,175,10,39,2,41,4,33,3,45,1,17,0
2020-07-20,404,10,95,2,87,3,81,3,109,2,32,0
2020-07-21,341,6,71,2,79,3,70,0,100,1,21,0
2020-07-22,328,8,79,2,95,1,58,0,76,5,20,0
2020-07-23,309,8,69,0,85,3,65,1,63,4,27,0
2020-07-24,299,5,73,1,68,1,54,0,76,2,28,1
2020-07-25,153,11,25,5,35,2,34,1,46,3,13,0
2020-07-26,140,8,30,1,40,4,18,1,33,2,19,0
2020-07-27,313,3,58,1,78,1,72,1,79,0,26,0
2020-07-28,313,13,58,5,106,1,58,2,73,4,18,1
2020-07-29,287,5,80,1,73,1,54,1,67,1,13,1
2020-07-30,274,5,58,1,99,2,44,1,61,1,12,0
2020-07-31,262,4,55,1,80,1,51,0,58,2,18,0
2020-08-01,189,7,37,2,58,4,33,0,54,1,7,0
2020-08-02,135,2,30,0,38,2,26,0,33,0,8,0
2020-08-03,348,3,96,1,93,0,56,1,84,1,19,0
2020-08-04,187,5,47,1,49,1,38,1,46,2,7,0
2020-08-05,298,6,66,0,90,1,47,2,80,3,15,0
2020-08-06,288,6,65,1,86,3,53,1,66,1,18,0
2020-08-07,255,2,53,0,90,0,49,0,57,2,6,0
2020-08-08,160,4,30,0,57,1,23,3,43,0,7,0
2020-08-09,133,3,19,1,48,0,18,0,36,2,12,0
2020-08-10,312,5,89,1,75,1,49,1,77,2,22,0
2020-08-11,263,5,70,0,82,1,42,3,51,1,18,0
2020-08-12,320,3,59,1,114,0,43,0,86,1,18,1
2020-08-13,276,4,61,1,86,3,50,0,67,0,12,0
2020-08-14,277,4,68,1,80,2,44,0,69,0,16,1
2020-08-15,151,5,42,3,33,1,25,1,42,0,9,0
2020-08-16,140,5,23,2,49,1,22,0,39,2,7,0
2020-08-17,333,5,71,0,96,1,57,1,95,2,14,1
2020-08-18,283,2,55,2,66,0,61,0,87,0,14,0
2020-08-19,257,1,50,0,69,1,51,0,69,0,18,0
2020-08-20,227,6,64,2,56,3,33,0,54,1,20,0
2020-08-21,252,5,52,0,75,1,51,1,60,3,14,0
2020-08-22,136,7,29,0,36,3,30,1,34,2,7,1
2020-08-23,150,3,32,2,55,0,16,1,40,0,7,0
2020-08-24,297,8,64,5,85,1,49,1,84,0,15,1
2020-08-25,283,3,64,1,84,2,54,0,69,0,12,0
2020-08-26,313,7,64,1,117,1,50,2,66,3,16,0
2020-08-27,274,1,53,1,99,0,48,0,61,0,13,0
2020-08-28,280,6,77,3,78,0,52,1,52,2,21,0
2020-08-29,128,4,28,1,38,1,23,2,32,0,7,0
2020-08-30,186,6,20,2,62,1,37,1,42,2,25,0
2020-08-31,315,1,46,1,118,0,52,0,77,0,22,0
2020-09-01,294,3,52,1,89,0,55,0,73,1,24,1
2020-09-02,271,5,42,0,94,3,48,1,69,1,17,0
2020-09-03,273,3,40,0,91,3,35,0,90,0,17,0
2020-09-04,229,6,44,2,70,1,30,1,59,2,26,0
2020-09-05,156,3,30,0,46,3,22,0,34,0,24,0
2020-09-06,207,6,18,2,87,1,27,1,62,2,13,0
2020-09-07,217,0,32,0,75,0,40,0,52,0,18,0
2020-09-08,393,2,81,1,126,1,58,0,98,0,30,0
2020-09-09,353,2,56,1,119,0,71,0,82,1,25,0
2020-09-10,323,4,45,1,124,2,57,0,70,1,27,0
2020-09-11,313,6,55,3,111,2,54,0,77,1,16,0
2020-09-12,202,4,35,1,51,0,36,0,61,3,19,0
2020-09-13,263,3,19,0,118,2,45,0,68,1,13,0
2020-09-14,461,5,75,1,178,2,77,0,105,2,26,0
2020-09-15,414,5,62,2,189,0,64,1,81,2,18,0
2020-09-16,456,6,60,1,200,0,84,1,94,3,18,1
2020-09-17,441,3,61,1,163,1,88,0,104,1,25,0
2020-09-18,292,3,45,1,108,2,46,0,69,0,24,0
2020-09-19,218,5,30,1,67,2,48,1,60,1,13,0
2020-09-20,220,5,32,0,78,3,46,1,43,1,21,0
2020-09-21,558,3,73,1,264,1,75,1,122,0,24,0
2020-09-22,497,4,67,0,209,4,88,0,107,0,26,0
2020-09-23,612,5,89,1,271,1,100,2,115,0,37,1
2020-09-24,542,3,71,0,263,0,82,3,100,0,26,0
2020-09-25,463,5,49,2,192,1,69,1,125,1,28,0
2020-09-26,280,5,42,3,109,1,35,0,61,1,33,0
2020-09-27,382,4,32,0,181,2,35,2,106,0,28,0
2020-09-28,437,5,82,1,139,2,58,0,110,2,47,0
2020-09-29,723,6,65,2,355,2,95,0,175,2,33,0
2020-09-30,606,8,52,2,284,4,93,1,136,0,41,1
2020-10-01,705,7,82,0,332,3,120,0,145,4,26,0
2020-10-02,605,3,80,0,271,1,78,0,140,2,36,0
2020-10-03,299,6,34,1,93,2,57,0,98,2,17,1
2020-10-04,335,7,34,0,162,3,29,0,84,3,26,1
2020-10-05,766,0,94,0,355,0,84,0,196,0,37,0
2020-10-06,571,4,67,0,251,3,79,0,145,1,29,0
2020-10-07,541,4,75,1,223,1,74,1,132,1,37,0
2020-10-08,526,6,83,0,218,4,80,0,112,2,33,0
2020-10-09,524,2,92,1,184,0,74,0,143,1,31,0
2020-10-10,314,4,36,1,96,0,46,0,99,2,36,1
2020-10-11,281,7,38,2,115,2,29,2,85,1,14,0
2020-10-12,515,8,53,1,223,1,85,4,116,1,37,1
2020-10-13,588,5,91,0,224,3,100,0,128,2,45,0
2020-10-14,583,8,89,2,215,4,86,0,159,1,33,1
2020-10-15,603,9,91,1,239,2,90,2,143,4,40,0
2020-10-16,504,7,78,1,163,3,91,1,133,1,38,1
2020-10-17,366,5,64,1,91,3,61,0,110,1,39,0
2020-10-18,412,4,45,2,172,1,39,0,123,0,33,1
2020-10-19,626,8,107,0,204,7,101,0,178,0,36,1
2020-10-20,601,5,91,0,214,2,104,0,154,3,38,0
2020-10-21,654,6,96,0,203,3,118,1,188,1,49,1
2020-10-22,759,3,122,0,242,2,137,0,182,1,76,0
2020-10-23,601,5,115,1,199,0,78,2,161,1,48,1
2020-10-24,386,2,73,0,120,1,58,0,103,1,32,0
2020-10-25,362,10,67,2,128,4,48,2,87,1,32,1
2020-10-26,695,6,132,0,221,3,118,1,154,2,69,0
2020-10-27,742,9,119,3,237,3,129,2,180,1,76,0
2020-10-28,782,5,124,0,231,3,135,0,202,1,90,1
2020-10-29,621,4,100,0,192,2,117,1,156,1,56,0
2020-10-30,654,10,115,1,192,4,102,2,168,1,77,2
2020-10-31,403,4,65,0,117,2,52,0,117,2,52,0
2020-11-01,501,12,57,0,231,9,66,0,102,2,45,1
2020-11-02,953,9,159,0,337,7,144,1,220,1,93,0
2020-11-03,903,16,153,3,319,8,158,2,181,3,92,0
2020-11-04,1113,9,187,0,312,7,199,0,277,1,138,1
2020-11-05,1139,10,198,4,312,4,212,0,306,2,111,0
2020-11-06,1037,11,192,4,238,2,179,0,297,4,131,1
2020-11-07,845,13,134,1,224,5,148,2,250,4,89,1
2020-11-08,788,9,106,2,224,4,133,0,226,2,99,1
2020-11-09,1545,6,240,0,418,1,268,1,417,4,202,0
2020-11-10,1598,7,274,2,459,2,311,2,408,1,146,0
2020-11-11,1539,9,239,1,394,2,290,3,447,2,169,1
2020-11-12,1502,16,248,4,383,6,300,2,406,2,165,2
2020-11-13,1494,6,272,1,356,2,263,1,430,1,173,1
2020-11-14,1025,11,193,2,238,6,159,1,324,1,111,1
2020-11-15,896,14,135,2,232,6,134,1,243,1,152,4
2020-11-16,1832,8,314,0,496,1,332,4,503,1,187,2
2020-11-17,1730,10,337,1,493,3,288,0,422,4,190,2
2020-11-18,1753,12,307,0,467,4,336,0,446,6,197,2
2020-11-19,1857,10,362,1,491,6,347,1,457,2,200,0
2020-11-20,1773,9,328,2,435,3,328,1,458,2,224,1
2020-11-21,1290,11,254,1,354,3,196,3,325,0,161,4
2020-11-22,1148,12,183,5,340,1,159,0,287,5,178,1
2020-11-23,2317,14,437,1,575,7,411,1,605,4,289,1
2020-11-24,2074,18,376,3,553,2,372,6,535,4,238,3
2020-11-25,2370,12,425,2,632,4,384,1,634,1,295,4
2020-11-26,817,10,137,1,246,4,138,3,204,0,92,2
2020-11-27,2299,16,387,1,603,4,386,2,650,4,273,5
2020-11-28,1840,14,334,5,453,3,329,3,509,2,215,1
2020-11-29,1891,15,244,3,562,3,299,1,506,4,280,4
2020-11-30,2895,20,460,5,899,4,424,1,734,7,378,3
2020-12-01,3308,24,589,2,948,4,551,3,858,5,362,10
2020-12-02,3130,26,540,4,861,10,502,2,843,6,384,4
2020-12-03,2945,20,523,0,847,4,455,9,783,4,337,3
2020-12-04,2817,28,562,5,768,7,402,2,757,7,328,7
2020-12-05,1887,26,325,4,506,7,210,2,597,9,249,4
2020-12-06,1753,22,249,2,556,4,216,2,517,11,215,3
2020-12-07,3304,21,554,2,965,8,449,2,966,7,370,2
2020-12-08,3060,23,496,4,923,9,450,1,900,5,291,4
2020-12-09,3105,29,528,5,913,10,495,2,851,8,318,4
2020-12-10,3149,28,571,8,940,3,463,6,897,9,277,2
2020-12-11,2977,31,501,4,836,8,492,2,880,10,266,7
2020-12-12,2206,34,392,5,600,9,297,3,699,9,218,8
2020-12-13,2177,32,311,5,645,6,297,9,676,5,248,7
2020-12-14,3582,30,614,4,1111,6,501,3,1005,13,350,4
2020-12-15,3681,34,634,2,1065,12,551,4,1092,9,339,7
2020-12-16,2788,42,445,8,842,18,454,3,811,9,236,4
2020-12-17,1927,39,266,7,649,9,336,7,489,11,187,5
2020-12-18,3427,41,619,7,1024,14,521,3,928,12,335,5
2020-12-19,2557,33,405,5,764,12,331,4,797,8,260,4
2020-12-20,2346,34,292,5,768,6,295,7,698,7,293,9
2020-12-21,4339,46,717,5,1307,8,598,12,1288,18,429,3
2020-12-22,4104,55,732,8,1252,15,549,8,1207,14,364,10
2020-12-23,3843,42,635,8,1100,15,525,7,1184,7,399,5
2020-12-24,3016,43,503,6,965,10,433,5,874,17,241,5
2020-12-25,1046,40,154,5,345,14,153,6,298,8,96,7
2020-12-26,3454,39,537,8,1024,11,427,7,1072,11,393,2
2020-12-27,2888,48,480,4,915,16,314,10,867,9,312,9
2020-12-28,5392,45,1020,9,1601,13,679,4,1531,12,561,7
2020-12-29,5206,53,993,9,1414,16,613,9,1602,10,584,9
2020-12-30,4983,45,967,4,1398,18,661,5,1491,12,465,6
2020-12-31,3390,42,664,4,936,22,396,3,1007,11,387,2
2021-01-01,1340,41,206,11,415,19,163,3,434,5,122,3
2021-01-02,4200,62,723,13,1107,20,519,5,1341,16,509,8
2021-01-03,3464,43,512,9,1065,12,396,5,1092,12,399,5
2021-01-04,6609,65,1257,10,1896,26,917,6,1880,15,658,8
2021-01-05,6153,73,1166,13,1759,23,890,11,1819,21,517,5
2021-01-06,5692,66,1109,16,1608,19,760,2,1687,23,525,6
2021-01-07,5449,56,982,4,1642,18,799,14,1573,13,452,7
2021-01-08,5305,64,985,9,1455,16,780,10,1603,21,481,8
2021-01-09,3693,73,677,15,1009,23,447,11,1189,20,371,4
2021-01-10,3197,56,461,10,1008,18,366,3,1019,21,343,4
2021-01-11,5921,61,1144,8,1755,13,845,6,1705,32,469,2
2021-01-12,5241,78,999,9,1616,33,671,10,1540,21,415,5
2021-01-13,5184,72,1045,5,1534,23,697,6,1530,32,377,6
2021-01-14,5264,70,996,7,1560,24,748,7,1539,26,419,6
2021-01-15,4845,69,932,12,1400,11,663,14,1494,22,355,10
2021-01-16,3481,71,607,14,1073,22,444,5,1060,28,297,2
2021-01-17,2919,59,502,7,903,27,395,6,863,17,256,2
2021-01-18,4646,79,769,17,1462,25,601,8,1435,22,379,7
2021-01-19,5140,88,1085,11,1476,31,723,11,1518,28,337,7
2021-01-20,4909,80,1038,8,1352,29,727,10,1440,26,352,7
2021-01-21,4942,69,962,13,1406,23,723,13,1501,16,350,4
2021-01-22,4715,87,1062,12,1324,37,707,9,1291,25,330,4
2021-01-23,3462,85,682,12,1013,32,500,10,1022,21,245,10
2021-01-24,2927,74,507,9,905,24,413,9,923,24,179,8
2021-01-25,5808,71,1173,10,1762,20,876,12,1631,21,365,8
2021-01-26,4861,86,1003,11,1420,33,764,12,1388,28,285,2
2021-01-27,5003,95,991,12,1503,31,822,23,1407,24,279,5
2021-01-28,4778,90,953,21,1431,17,755,18,1367,27,270,7
2021-01-29,3667,90,732,18,1096,28,529,10,1074,28,234,6
2021-01-30,2875,84,557,16,873,28,359,9,922,27,164,4
2021-01-31,2894,76,547,8,884,27,334,9,911,26,218,6
2021-02-01,977,66,169,12,342,22,189,5,234,24,43,3
2021-02-02,2660,82,434,14,873,30,441,8,770,24,142,6
2021-02-03,5144,80,1093,15,1505,20,822,14,1403,24,321,7
2021-02-04,4831,97,1071,21,1372,30,705,15,1398,28,285,3
2021-02-05,4161,85,953,14,1247,33,537,12,1182,22,242,4
2021-02-06,3080,81,719,12,900,27,389,10,892,25,180,7
2021-02-07,1645,80,324,20,567,21,202,14,453,22,99,3
2021-02-08,4431,86,972,19,1345,24,610,17,1237,21,267,5
2021-02-09,3723,71,873,9,1083,25,518,13,1004,21,245,3
2021-02-10,3777,81,868,21,1061,20,569,9,1005,26,274,5
2021-02-11,3411,99,723,22,931,31,548,14,977,27,228,5
2021-02-12,3315,83,726,13,934,29,494,9,929,27,231,5
2021-02-13,2209,87,420,14,671,27,276,15,707,26,135,5
2021-02-14,1898,83,371,13,587,29,245,17,580,21,115,3
2021-02-15,2860,85,527,16,859,30,366,13,873,22,234,4
2021-02-16,3722,86,787,17,1109,33,611,6,1024,27,190,3
2021-02-17,3434,85,771,26,1005,24,540,7,922,25,196,3
2021-02-18,2049,58,384,8,591,22,410,8,554,18,110,2
2021-02-19,3007,58,608,9,854,17,462,11,856,20,227,1
2021-02-20,2495,75,510,24,681,19,347,9,785,16,172,7
2021-02-21,2286,62,359,19,792,15,318,5,666,20,151,3
2021-02-22,3624,73,751,12,1117,27,547,10,981,19,228,5
2021-02-23,3473,80,731,19,1073,22,533,12,934,24,201,3
2021-02-24,3464,82,713,14,1023,24,568,19,943,17,217,8
2021-02-25,3474,80,715,18,1026,25,513,12,957,22,263,3
2021-02-26,3241,77,676,13,943,15,517,19,889,25,216,5
2021-02-27,2018,67,376,8,625,28,248,8,631,21,138,2
2021-02-28,2037,72,329,12,733,24,252,11,573,23,150,2
2021-03-01,3727,65,731,5,1174,22,531,8,1030,24,261,6
2021-03-02,3108,55,562,11,936,15,495,6,860,18,255,5
2021-03-03,3242,74,637,20,956,16,521,16,861,18,267,4
2021-03-04,3118,65,574,11,938,15,496,11,859,23,250,5
2021-03-05,2886,53,554,7,887,18,403,11,806,12,236,5
2021-03-06,2043,56,330,13,594,13,259,12,688,15,172,3
2021-03-07,1876,61,291,10,595,22,238,9,605,17,147,3
2021-03-08,3401,71,624,14,1109,18,491,12,918,20,259,7
2021-03-09,3341,72,581,18,1085,18,527,11,915,24,233,1
2021-03-10,3204,65,562,17,957,19,518,7,908,18,259,4
2021-03-11,3104,58,544,13,963,20,464,7,920,13,213,5
2021-03-12,3203,74,572,15,937,26,486,14,964,18,244,1
2021-03-13,2174,65,331,12,627,22,284,8,755,18,177,5
2021-03-14,1928,43,249,9,644,16,224,5,662,12,149,1
2021-03-15,3394,47,564,6,1062,17,449,13,1093,7,226,4
2021-03-16,3194,66,570,15,986,19,491,8,934,19,213,5
2021-03-17,3172,47,517,8,940,9,506,12,942,14,267,4
2021-03-18,2922,61,499,13,857,17,446,11,888,17,232,3
2021-03-19,3038,48,546,10,901,10,429,10,895,15,267,3
2021-03-20,2160,51,334,4,660,17,270,9,736,16,160,5
2021-03-21,2093,50,294,7,710,12,234,9,681,19,174,3
2021-03-22,3881,56,654,15,1215,20,579,7,1115,11,317,3
2021-03-23,3251,54,566,8,1023,16,471,10,938,16,253,4
2021-03-24,3444,44,570,5,1049,15,526,4,1011,16,288,4
2021-03-25,3799,72,638,13,1147,24,587,11,1131,21,296,3
2021-03-26,3413,66,568,12,1000,24,494,5,1042,19,309,6
2021-03-27,2218,59,363,15,631,19,268,12,741,11,215,2
2021-03-28,1749,57,254,10,574,15,224,7,545,19,152,6
2021-03-29,3558,52,626,17,1043,12,485,6,1093,16,311,1
2021-03-30,3186,46,593,7,938,17,472,2,936,18,247,2
2021-03-31,3185,65,508,7,959,25,517,9,940,18,261,6
2021-04-01,2865,59,502,14,860,18,445,7,831,17,226,3
2021-04-02,2623,53,361,8,846,24,381,5,812,14,221,2
2021-04-03,2049,50,313,8,639,19,233,6,663,17,201,0
2021-04-04,1461,48,191,10,495,13,180,7,454,15,141,3
2021-04-05,3270,56,505,14,1040,12,466,7,975,18,284,5
2021-04-06,3002,49,499,9,931,15,463,5,863,15,245,5
2021-04-07,2764,45,467,5,868,11,412,7,789,15,227,7
2021-04-08,2575,55,417,14,812,21,322,7,788,10,236,3
2021-04-09,2464,57,355,8,802,27,321,9,733,12,253,1
2021-04-10,1723,51,231,6,564,15,196,6,583,21,149,3
2021-04-11,1312,57,177,6,461,22,148,9,397,18,129,2
2021-04-12,2537,43,404,7,853,17,332,5,743,13,205,1
2021-04-13,2364,38,385,5,774,13,344,5,692,13,167,2
2021-04-14,2240,36,350,7,721,11,319,7,636,10,214,1
2021-04-15,2016,43,353,7,640,11,283,9,561,11,179,5
2021-04-16,1828,35,258,2,594,15,227,4,564,12,184,2
2021-04-17,1275,35,209,4,411,17,129,5,411,8,115,1
2021-04-18,1049,37,164,3,357,18,127,7,296,7,105,2
2021-04-19,1887,43,288,5,642,16,231,5,543,12,182,4
2021-04-20,1606,35,286,4,518,15,222,2,433,12,146,2
2021-04-21,1423,36,209,2,513,12,181,4,388,18,132,0
2021-04-22,1359,42,226,5,489,17,142,4,375,12,127,4
2021-04-23,1287,47,217,12,438,11,129,6,369,16,134,2
2021-04-24,852,30,125,3,306,11,87,6,255,9,79,1
2021-04-25,755,26,95,5,270,6,75,3,246,10,69,2
2021-04-26,1366,30,226,5,498,15,167,2,357,7,117,1
2021-04-27,1139,34,204,5,392,11,145,5,301,11,97,2
2021-04-28,1208,33,190,5,418,13,129,4,362,11,109,0
2021-04-29,1052,33,154,7,391,8,150,3,267,13,90,2
2021-04-30,950,39,171,5,322,15,103,5,274,11,80,3
2021-05-01,578,33,86,4,190,12,63,5,181,10,58,2
2021-05-02,567,29,73,1,220,13,49,3,165,10,60,2
2021-05-03,935,24,151,4,316,7,127,4,268,5,72,4
2021-05-04,874,25,155,4,297,8,102,1,239,6,81,6
2021-05-05,775,27,141,8,242,8,107,4,222,6,61,1
2021-05-06,782,29,133,3,266,10,100,6,229,8,54,2
2021-05-07,715,35,137,4,225,10,80,3,193,14,80,4
2021-05-08,384,24,61,1,121,12,41,4,123,5,38,2
